WorkerId,Input.id,Input.who,Input.when_where,Input.claim,Input.evidence,Input.label,Answer.user-output
A1JOKC27MX82R,4208,Donald Trump,"stated on August 31, 2020 in Media briefing:","Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him.""","Trump said a video shows Rittenhouse ""was trying to get away from"" protesters""  and ""fell, and then they violently attacked him.""
Rittenhouse did fall as a crowd followed him, but Trump’s comments leave an incendiary and false picture: By the time he fell, according to criminal charges, Rittenhouse had already shot and killed one person that night.
We rate the claim False.",FALSE,"[{""question"":""Was a crowd following Kyle Rittenhouse?"",""answer"":""Yes"",""evidence"":""Rittenhouse did fall as a crowd followed him, but Trump’s comments leave an incendiary and false picture."",""from-where"":""Reasoning""},{""question"":""Did Rittenhouse do anything that would explain why people were following him?"",""answer"":""Yes"",""evidence"":""By the time he fell, according to criminal charges, Rittenhouse had already shot and killed one person that night."",""from-where"":""Reasoning""},{""question"":""Did Rittenhouse fall?"",""answer"":""Yes"",""evidence"":""Rittenhouse did fall"",""from-where"":""Reasoning""},{""question"":""Did the crowd violently attack Rittenhouse?"",""answer"":""N/A"",""evidence"":"" Kyle Rittenhouse , the 17 - year - old charged with killing two protesters in Kenosha , \"" was trying to get away from them \"" ... \"" fell , and then they violently attacked him . \"""",""from-where"":""Claim""}]"
A1JOKC27MX82R,4221,Donald Trump,"stated on June 22, 2021 in a statement:",Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,"Trump said Georgia didn’t update its voter rolls prior to the 2020 presidential election and ""this means we (you!) won the presidential election in Georgia.""
Trump is wrong on both counts. Federal law requires states to establish programs to keep voter rolls up to date. To comply with the law, Georgia and other states routinely handle such removals in non-federal election years. In 2019, the state removed about 290,000 voters. In 2021, the state is on track to remove about 100,000 voters.
The removal of voters who have moved, died or are otherwise ineligible is a routine occurrence, and it doesn’t change this fact: Georgia election officials certified the results showing that Trump lost.
We rate this statement Pants on Fire.",pants-fire,"[{""question"":""Did Georgia update its voter rolls before the 2020 election?"",""answer"":""Yes"",""evidence"":""To comply with the law, Georgia and other states routinely handle such removals in non-federal election years. In 2019, the state removed about 290,000 voters. In 2021, the state is on track to remove about 100,000 voters."",""from-where"":""Reasoning""},{""question"":""Did Trump win in Georgia?"",""answer"":""No"",""evidence"":""The removal of voters who have moved, died or are otherwise ineligible is a routine occurrence, and it doesn’t change this fact: Georgia election officials certified the results showing that Trump lost."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4221,Donald Trump,"stated on June 22, 2021 in a statement:",Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,"Trump said Georgia didn’t update its voter rolls prior to the 2020 presidential election and ""this means we (you!) won the presidential election in Georgia.""
Trump is wrong on both counts. Federal law requires states to establish programs to keep voter rolls up to date. To comply with the law, Georgia and other states routinely handle such removals in non-federal election years. In 2019, the state removed about 290,000 voters. In 2021, the state is on track to remove about 100,000 voters.
The removal of voters who have moved, died or are otherwise ineligible is a routine occurrence, and it doesn’t change this fact: Georgia election officials certified the results showing that Trump lost.
We rate this statement Pants on Fire.",pants-fire,"[{""question"":""Are states legally required to update their voter rolls?"",""answer"":""yes"",""evidence"":""Federal law requires states to establish programs to keep voter rolls up to date. To comply with the law, Georgia and other states routinely handle such removals in non-federal election years."",""from-where"":""reasoning""},{""question"":""Did this state update its voter rolls prior to this election?"",""answer"":""yes"",""evidence"":""In 2019, the state removed about 290,000 voters. In 2021, the state is on track to remove about 100,000 voters."",""from-where"":""reasoning""},{""question"":""Did Trump win the presidential election in this state?"",""answer"":""no"",""evidence"":""The removal of voters who have moved, died or are otherwise ineligible is a routine occurrence, and it doesn’t change this fact: Georgia election officials certified the results showing that Trump lost."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4226,Facebook posts,"stated on November 15, 2019 in a Facebook post:",“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,"A post claims, ""If you have the Flu... get these two items... Sambucol [and] Oscillococcinum... in 48 hours you will feel better. In 72 hours you will be almost symptom-free.""
Overall, Sambucol has the most flu-fighting potential, but there is little evidence that Oscillococcinum can considerably shorten the length of the flu. And there isn’t enough evidence to prove that either of them can treat influenza better than antiviral medications.
The post’s claim has an element of truth but leaves out critical context. We rate it Mostly False.",barely-true,"[{""question"":""Is Sambucol effective at treating the flu?"",""answer"":""Yes"",""evidence"":""Sambucol has the most flu-fighting potential"",""from-where"":""Reasoning""},{""question"":""Can Oscillococcinum help reduce the length of flu symptoms to 48 hours or less?"",""answer"":""No"",""evidence"":""but there is little evidence that Oscillococcinum can considerably shorten the length of the flu."",""from-where"":""Reasoning""},{""question"":""Is there any proof that Oscillococcinum and Sambucol more effective than traditional flu medications? "",""answer"":""No"",""evidence"":""And there isn’t enough evidence to prove that either of them can treat influenza better than antiviral medications."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4226,Facebook posts,"stated on November 15, 2019 in a Facebook post:",“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”,"A post claims, ""If you have the Flu... get these two items... Sambucol [and] Oscillococcinum... in 48 hours you will feel better. In 72 hours you will be almost symptom-free.""
Overall, Sambucol has the most flu-fighting potential, but there is little evidence that Oscillococcinum can considerably shorten the length of the flu. And there isn’t enough evidence to prove that either of them can treat influenza better than antiviral medications.
The post’s claim has an element of truth but leaves out critical context. We rate it Mostly False.",barely-true,"[{""question"":""Can either of these medications be potentially used to treat the Flu?"",""answer"":""yes"",""evidence"":""Overall, Sambucol has the most flu-fighting potential, "",""from-where"":""reasoning""},{""question"":""Can both of these medications be potentially used to treat the Flu?"",""answer"":""no"",""evidence"":""but there is little evidence that Oscillococcinum can considerably shorten the length of the flu. "",""from-where"":""reasoning""},{""question"":""Would either of these medications potentially treat the Flu better than available medications?"",""answer"":""no"",""evidence"":""And there isn’t enough evidence to prove that either of them can treat influenza better than antiviral medications."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4228,Andrea Mitchell,"stated on October 14, 2018 in in a panel discussion:","A letter to President Donald Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate' "" journalist Jamal Khashoggi’s disappearance and suspected murder.","Mitchell said a letter to Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate’ "" Khashoggi’s suspected murder.
Mitchell is correct that the Global Magnitsky Act contains a provision that allows certain members of congress to ask the president to carry out investigations of suspected human rights violations.
Experts agreed the letter sent to the White House by 22 senators was a clear signal of congressional intent to oblige Trump to look into the circumstances surrounding Khashoggi’s disappearance.
That said, Obama said upon signing the law in 2016 that he believes the provision violates the separation of powers — and at least some legal experts agree.
We rate this Mostly True.",mostly-true,"[{""question"":""Was Donald Trump legally obligated to investigate the murder of Jamal Khashoggi after 22 senators asked him to do so?"",""answer"":""Yes"",""evidence"":""Mitchell is correct that the Global Magnitsky Act contains a provision that allows certain members of congress to ask the president to carry out investigations of suspected human rights violations."",""from-where"":""Reasoning""},{""question"":""Did the letter meet the criteria established under the Global Magnitsky Act to compel Trump to act?"",""answer"":""Yes"",""evidence"":""Experts agreed the letter sent to the White House by 22 senators was a clear signal of congressional intent to oblige Trump to look into the circumstances surrounding Khashoggi’s disappearance."",""from-where"":""Reasoning""},{""question"":""Did the Obama Administration argue that the provisions of the Global Magnitsky Act the senators invoked were potentially unconstitutional?  "",""answer"":""Yes"",""evidence"":""That said, Obama said upon signing the law in 2016 that he believes the provision violates the separation of powers."",""from-where"":""Reasoning""},{""question"":""Do some experts think that provisions of the Global Magnitsky Act violate the separation of powers?"",""answer"":""Yes"",""evidence"":""At least some legal experts agree."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4228,Andrea Mitchell,"stated on October 14, 2018 in in a panel discussion:","A letter to President Donald Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate' "" journalist Jamal Khashoggi’s disappearance and suspected murder.","Mitchell said a letter to Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate’ "" Khashoggi’s suspected murder.
Mitchell is correct that the Global Magnitsky Act contains a provision that allows certain members of congress to ask the president to carry out investigations of suspected human rights violations.
Experts agreed the letter sent to the White House by 22 senators was a clear signal of congressional intent to oblige Trump to look into the circumstances surrounding Khashoggi’s disappearance.
That said, Obama said upon signing the law in 2016 that he believes the provision violates the separation of powers — and at least some legal experts agree.
We rate this Mostly True.",mostly-true,"[{""question"":""Can senators send a letter to the president asking to investigate crimes of this nature?"",""answer"":""yes"",""evidence"":""Mitchell is correct that the Global Magnitsky Act contains a provision that allows certain members of congress to ask the president to carry out investigations of suspected human rights violations."",""from-where"":""reasoning""},{""question"":""Did these senators send a letter to the president asking to investigate this disappearance?"",""answer"":""yes"",""evidence"":""Experts agreed the letter sent to the White House by 22 senators was a clear signal of congressional intent to oblige Trump to look into the circumstances surrounding Khashoggi’s disappearance."",""from-where"":""reasoning""},{""question"":""Is this law considered constitutional by all?"",""answer"":""no"",""evidence"":""That said, Obama said upon signing the law in 2016 that he believes the provision violates the separation of powers — and at least some legal experts agree."",""from-where"":""reasoning""}]"
A394Q9REPEHG3X,4240,Maxine Lipeles,"stated on February 24, 2019 in a newspaper article:","""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.""","Lipeles’ said every Missouri coal ash pond for which there is data is causing groundwater contamination.
After analyzing, Washington University’s data and the utility reports listed by the EPA, every coal ash pond in Missouri that has published data is either causing at least one type of chemical contamination for groundwater or showing signs that it has potential to cause contamination in the near future.
Given the data in the context of Lipeles’ claim, we rate her statement True.",TRUE,"[{""question"":""Does the data this claim is based on come from a reputable source?"",""answer"":""yes"",""evidence"":""After analyzing, Washington University’s data and the utility reports listed by the EPA, "",""from-where"":""reasoning""},{""question"":""Are any of these ponds causing groundwater contamination?"",""answer"":""yes"",""evidence"":""every coal ash pond in Missouri that has published data is either causing at least one type of chemical contamination for groundwater "",""from-where"":""reasoning""},{""question"":""Are any of these ponds at risk for contaminating groundwater?"",""answer"":""yes"",""evidence"":""or showing signs that it has potential to cause contamination in the near future."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4240,Maxine Lipeles,"stated on February 24, 2019 in a newspaper article:","""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.""","Lipeles’ said every Missouri coal ash pond for which there is data is causing groundwater contamination.
After analyzing, Washington University’s data and the utility reports listed by the EPA, every coal ash pond in Missouri that has published data is either causing at least one type of chemical contamination for groundwater or showing signs that it has potential to cause contamination in the near future.
Given the data in the context of Lipeles’ claim, we rate her statement True.",TRUE,"[{""question"":""Did the EPA find signs of groundwater contamination at every coal ash pond in the state of Missouri?"",""answer"":""Yes"",""evidence"":""After analyzing, Washington University’s data and the utility reports listed by the EPA, every coal ash pond in Missouri that has published data is either causing at least one type of chemical contamination for groundwater or showing signs that it has potential to cause contamination in the near future."",""from-where"":""Reasoning""}]"
A1JOKC27MX82R,4242,Tammy Baldwin,"stated on September 20, 2018 in a TV ad:","""2.4 million people in Wisconsin have pre-existing conditions"" and Leah Vukmir supports letting insurance companies ""deny coverage to people with pre-existing conditions.""","Baldwin said ""2.4 million people in Wisconsin have pre-existing conditions"" and Vukmir supports letting insurance companies ""deny coverage to people with pre-existing conditions.""
There is some basis for the first part of Baldwin’s statement. One estimate puts the number of at 2.4 million — but those that could be denied health insurance coverage because of a condition is estimated to be much smaller, 852,000.
On the second part of Baldwin’s statement, Vukmir has indicated that high-risk pools are a solution for covering people with pre-existing conditions. But those were in place because -- before the Affordable Care Act, which Vukmir wants to repeal -- insurers were allowed to deny coverage to people with pre-existing conditions. And Wisconsin’s high-risk pool covered only a fraction of people with pre-existing conditions.
That being said, Vukmir has not specifically said she supports allowing insurers to deny coverage to people with pre-existing conditions, and she has said those should be covered  — even if she has been vague about how that would happen.
For a statement that is partially accurate, we give Baldwin a Half True.",half-true,"[{""question"":""Has Leah Vukmir said that insurance companies should be able to deny coverage based on pre-existing conditions?"",""answer"":""No"",""evidence"":""That being said, Vukmir has not specifically said she supports allowing insurers to deny coverage to people with pre-existing conditions, and she has said those should be covered — even if she has been vague about how that would happen."",""from-where"":""Reasoning""},{""question"":""Has Vukmir advocated high-risk pools as a solution for covering people with pre-existing conditions?"",""answer"":""Yes"",""evidence"":""Vukmir has indicated that high-risk pools are a solution for covering people with pre-existing conditions. But those were in place because -- before the Affordable Care Act, which Vukmir wants to repeal -- insurers were allowed to deny coverage to people with pre-existing conditions."",""from-where"":""Reasoning""},{""question"":""Did high-risk pools effectively cover people in Wisconsin with pre-existing conditions prior to the Affordable Care Act?"",""answer"":""No"",""evidence"":""And Wisconsin’s high-risk pool covered only a fraction of people with pre-existing conditions.\n"",""from-where"":""Reasoning""},{""question"":""Does Vukmir advocate repealing the Affordable Care Act"",""answer"":""Yes"",""evidence"":""before the Affordable Care Act, which Vukmir wants to repeal "",""from-where"":""Reasoning""},{""question"":""Do 2.4 million people in Wisconsin have pre-existing conditions?"",""answer"":""No"",""evidence"":""One estimate puts the number of at 2.4 million"",""from-where"":""Reasoning""},{""question"":""Could 2.4 million people in Wisconsin be denied coverage due to pre-existing conditions?"",""answer"":""No"",""evidence"":""those that could be denied health insurance coverage because of a condition is estimated to be much smaller, 852,000."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4242,Tammy Baldwin,"stated on September 20, 2018 in a TV ad:","""2.4 million people in Wisconsin have pre-existing conditions"" and Leah Vukmir supports letting insurance companies ""deny coverage to people with pre-existing conditions.""","Baldwin said ""2.4 million people in Wisconsin have pre-existing conditions"" and Vukmir supports letting insurance companies ""deny coverage to people with pre-existing conditions.""
There is some basis for the first part of Baldwin’s statement. One estimate puts the number of at 2.4 million — but those that could be denied health insurance coverage because of a condition is estimated to be much smaller, 852,000.
On the second part of Baldwin’s statement, Vukmir has indicated that high-risk pools are a solution for covering people with pre-existing conditions. But those were in place because -- before the Affordable Care Act, which Vukmir wants to repeal -- insurers were allowed to deny coverage to people with pre-existing conditions. And Wisconsin’s high-risk pool covered only a fraction of people with pre-existing conditions.
That being said, Vukmir has not specifically said she supports allowing insurers to deny coverage to people with pre-existing conditions, and she has said those should be covered  — even if she has been vague about how that would happen.
For a statement that is partially accurate, we give Baldwin a Half True.",half-true,"[{""question"":""Do 2.4 million people in this state have preexisting conditions?"",""answer"":""yes"",""evidence"":""There is some basis for the first part of Baldwin’s statement. One estimate puts the number of at 2.4 million —"",""from-where"":""reasoning""},{""question"":""Would all those living in this state with preexisting conditons be denied health insurance?"",""answer"":""no"",""evidence"":""but those that could be denied health insurance coverage because of a condition is estimated to be much smaller, 852,000."",""from-where"":""reasoning""},{""question"":""Does Vukmir want to repeal a policy that provides coverage for those with preexisting conditions?"",""answer"":""yes"",""evidence"":""On the second part of Baldwin’s statement, Vukmir has indicated that high-risk pools are a solution for covering people with pre-existing conditions. But those were in place because -- before the Affordable Care Act, which Vukmir wants to repeal -- insurers were allowed to deny coverage to people with pre-existing conditions. And Wisconsin’s high-risk pool covered only a fraction of people with pre-existing conditions."",""from-where"":""reasoning""},{""question"":""Has Vukmir ever supported the idea of those with preexisting conditions being covered?"",""answer"":""yes"",""evidence"":""That being said, Vukmir has not specifically said she supports allowing insurers to deny coverage to people with pre-existing conditions, and she has said those should be covered — even if she has been vague about how that would happen."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4251,Ron Johnson,"stated on August 9, 2016 in a TV ad:","""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. … (He) promises to protect those rights, but that's not what his record shows.""","In a campaign ad, Johnson said Feingold ""supported judges who voted to deny your individual Second Amendment right.""
Feingold did vote to appoint judges who, after being confirmed, disagreed that the Second Amendment provides for an individual right to possess a gun. But Johnson failed to mention in the ad that Feingold also voted to appoint judges who have issued rulings strengthening gun rights. And Feingold has stated clearly he supports an individual’s right to own a gun.
Because Johnson’s statement contains some element of truth but ignores critical facts that would give a different impression, we rate it Mostly False.",barely-true,"[{""question"":""Did Feingold support judges who ruled in favor of restricting the scope of the Second Amendment?"",""answer"":""Yes"",""evidence"":""Feingold did vote to appoint judges who, after being confirmed, disagreed that the Second Amendment provides for an individual right to possess a gun. "",""from-where"":""Reasoning""},{""question"":""Did Feingold vote to appoint judges who ruled in favor of gun rights?"",""answer"":""Yes"",""evidence"":""But Johnson failed to mention in the ad that Feingold also voted to appoint judges who have issued rulings strengthening gun rights."",""from-where"":""Reasoning""},{""question"":""Does Feingold personally support the Second Amendment's guarantee of an individual right to bear arms?"",""answer"":""Yes"",""evidence"":""And Feingold has stated clearly he supports an individual’s right to own a gun."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4251,Ron Johnson,"stated on August 9, 2016 in a TV ad:","""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. … (He) promises to protect those rights, but that's not what his record shows.""","In a campaign ad, Johnson said Feingold ""supported judges who voted to deny your individual Second Amendment right.""
Feingold did vote to appoint judges who, after being confirmed, disagreed that the Second Amendment provides for an individual right to possess a gun. But Johnson failed to mention in the ad that Feingold also voted to appoint judges who have issued rulings strengthening gun rights. And Feingold has stated clearly he supports an individual’s right to own a gun.
Because Johnson’s statement contains some element of truth but ignores critical facts that would give a different impression, we rate it Mostly False.",barely-true,"[{""question"":""Has Feingold appointed judges that have spoken against the second amendment?"",""answer"":""yes"",""evidence"":""Feingold did vote to appoint judges who, after being confirmed, disagreed that the Second Amendment provides for an individual right to possess a gun. "",""from-where"":""reasoning""},{""question"":""Has Feingold appointed any judges that are advocates for the second amendment?"",""answer"":""yes"",""evidence"":""But Johnson failed to mention in the ad that Feingold also voted to appoint judges who have issued rulings strengthening gun rights. "",""from-where"":""reasoning""},{""question"":""Does Feingold himself support the right provided by the second amendment?"",""answer"":""yes"",""evidence"":""And Feingold has stated clearly he supports an individual’s right to own a gun."",""from-where"":""reasoning""}]"
A394Q9REPEHG3X,4269,Donald Trump,"stated on April 5, 2018 in a speech in West Virginia:","""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people.""","Trump said, ""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people. They don’t want to see it.""
While there have been some investigations into multiple voting allegations, including some convictions, they are rare. We found no evidence that the amount of double voting is anywhere close to millions.
We rate this statement Pants on Fire.
'",pants-fire,"[{""question"":""Has there been any investigations into multiple voting occurring in this state?"",""answer"":""yes"",""evidence"":""While there have been some investigations into multiple voting allegations, including some convictions,"",""from-where"":""reasoning""},{""question"":""Has anyone in this state been convicted of voting multiple times?"",""answer"":""yes"",""evidence"":"" including some convictions,"",""from-where"":""reasoning""},{""question"":""are these events commonplace in this state?"",""answer"":""no"",""evidence"":"" they are rare. "",""from-where"":""reasoning""},{""question"":""Are there millions of cases of multiple voting in this state?"",""answer"":""no"",""evidence"":""We found no evidence that the amount of double voting is anywhere close to millions."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4269,Donald Trump,"stated on April 5, 2018 in a speech in West Virginia:","""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people.""","Trump said, ""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people. They don’t want to see it.""
While there have been some investigations into multiple voting allegations, including some convictions, they are rare. We found no evidence that the amount of double voting is anywhere close to millions.
We rate this statement Pants on Fire.
'",pants-fire,"[{""question"":""Are there documented instances of people voting more than one time?"",""answer"":""Yes"",""evidence"":""While there have been some investigations into multiple voting allegations, including some convictions, they are rare. "",""from-where"":""Reasoning""},{""question"":""Have millions of people been convicted of voting more than more than once?"",""answer"":""No"",""evidence"":""We found no evidence that the amount of double voting is anywhere close to millions."",""from-where"":""Reasoning""},{""question"":""Is double voting common?"",""answer"":""No"",""evidence"":""While there have been some investigations into multiple voting allegations, including some convictions, they are rare."",""from-where"":""Reasoning""},{""question"":""Are there documented cases of people double voting in the state of California?"",""answer"":""N/A"",""evidence"":""In many places , like California , the same person votes many times . You probably heard about that . They always like to say ' oh that 's a conspiracy theory . ' "",""from-where"":""Claim""}]"
A394Q9REPEHG3X,4270,Facebook posts,"stated on November 2, 2020 in a Facebook post:",Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,"The Facebook post claims that letters from Pennsylvania’s Department of Health order people to quarantine and not vote in person on Election Day. The post suggests that this is a voter suppression effort.
In actuality, the state has been issuing quarantine directives to close contacts of people who have tested positive for COVID-19 since the pandemic began in March. These letters do order recipients to quarantine, but they don’t mention voting. The letters also warn that the state’s health secretary could call on the courts or law enforcement to intervene if the recipients do not cooperate.
However, those under quarantine can still cast an emergency ballot until 8 p.m. on Election Day.
We rate this post Mostly False.
This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Clickhere, for more.",barely-true,"[{""question"":""Has this state been issuing these letters?"",""answer"":""yes"",""evidence"":""In actuality, the state has been issuing quarantine directives to close contacts of people who have tested positive for COVID-19 since the pandemic began in March."",""from-where"":""reasoning""},{""question"":""Are those that receive these letters required to quarantine?"",""answer"":""yes"",""evidence"":""These letters do order recipients to quarantine,...The letters also warn that the state’s health secretary could call on the courts or law enforcement to intervene if the recipients do not cooperate."",""from-where"":""reasoning""},{""question"":""Do these letters aimed to silence voters?"",""answer"":""no"",""evidence"":""but they don’t mention voting. "",""from-where"":""reasoning""},{""question"":""Can those who are quarantining still cast their ballots?"",""answer"":""yes"",""evidence"":""However, those under quarantine can still cast an emergency ballot until 8 p.m. on Election Day."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4270,Facebook posts,"stated on November 2, 2020 in a Facebook post:",Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,"The Facebook post claims that letters from Pennsylvania’s Department of Health order people to quarantine and not vote in person on Election Day. The post suggests that this is a voter suppression effort.
In actuality, the state has been issuing quarantine directives to close contacts of people who have tested positive for COVID-19 since the pandemic began in March. These letters do order recipients to quarantine, but they don’t mention voting. The letters also warn that the state’s health secretary could call on the courts or law enforcement to intervene if the recipients do not cooperate.
However, those under quarantine can still cast an emergency ballot until 8 p.m. on Election Day.
We rate this post Mostly False.
This fact check is available at IFCN’s 2020 US Elections #Chatbot on WhatsApp. Clickhere, for more.",barely-true,"[{""question"":""Did Pennsylvania’s Department of Health send letters regarding COVID-19 exposure and quarantine prior to the election?"",""answer"":""Yes"",""evidence"":""In actuality, the state has been issuing quarantine directives to close contacts of people who have tested positive for COVID-19 since the pandemic began in March. "",""from-where"":""Reasoning""},{""question"":""Did the letters sent by Pennsylvania's Dept. of Health tell people who may have been exposed to COVID not to vote?"",""answer"":""No"",""evidence"":""These letters do order recipients to quarantine, but they don’t mention voting. "",""from-where"":""Reasoning""},{""question"":""Did people under quarantine orders before the election have a means of voting?"",""answer"":""Yes"",""evidence"":""However, those under quarantine can still cast an emergency ballot until 8 p.m. on Election Day."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4294,Michael Moore,"stated on February 1, 2019 in an interview:","""Seventy percent of the American public agree with"" Alexandria Ocasio-Cortez ""on having the top marginal (tax) rate for the rich"" at 70 percent, and ""that's a Fox News Poll saying that.""","Moore said, ""Seventy percent of the American public agree with"" Ocasio-Cortez ""on having the top marginal (tax) rate for the rich"" at 70 percent, and ""that's a Fox News Poll saying that.""
A Fox News Poll found 70 percent of registered voters, not all Americans, support the general idea of raising income tax rates on families earning over $10 million. But we don’t know from the poll what percentage of Americans supports making the top tax rate 70 percent.
So Moore got the details wrong, but there is some support for his broader point about U.S. sentiments toward taxing wealthier Americans. We rate Moore’s statement Mostly False.",barely-true,"[{""question"":""Does 70 percent of this poll support the idea of raising income taxes for the rich?"",""answer"":""yes"",""evidence"":""A Fox News Poll found 70 percent of registered voters,...support the general idea of raising income tax rates on families earning over $10 million."",""from-where"":""reasoning""},{""question"":""Are all of those counted in the poll Americans?"",""answer"":""no"",""evidence"":""not all Americans,"",""from-where"":""reasoning""},{""question"":""Do 70 percent of Americans support this tax rate?"",""answer"":""n/a"",""evidence"":""But we don’t know from the poll what percentage of Americans supports making the top tax rate 70 percent."",""from-where"":""reasoning""}]"
A1JOKC27MX82R,4294,Michael Moore,"stated on February 1, 2019 in an interview:","""Seventy percent of the American public agree with"" Alexandria Ocasio-Cortez ""on having the top marginal (tax) rate for the rich"" at 70 percent, and ""that's a Fox News Poll saying that.""","Moore said, ""Seventy percent of the American public agree with"" Ocasio-Cortez ""on having the top marginal (tax) rate for the rich"" at 70 percent, and ""that's a Fox News Poll saying that.""
A Fox News Poll found 70 percent of registered voters, not all Americans, support the general idea of raising income tax rates on families earning over $10 million. But we don’t know from the poll what percentage of Americans supports making the top tax rate 70 percent.
So Moore got the details wrong, but there is some support for his broader point about U.S. sentiments toward taxing wealthier Americans. We rate Moore’s statement Mostly False.",barely-true,"[{""question"":""Did a majority of respondents to a Fox News poll say they support a top tax rate of 70 percent?"",""answer"":""No"",""evidence"":""But we don’t know from the poll what percentage of Americans supports making the top tax rate 70 percent."",""from-where"":""Reasoning""},{""question"":""Did a Fox News poll find majority support for raising taxes on the wealthy?"",""answer"":""Yes"",""evidence"":""A Fox News Poll found 70 percent of registered voters, not all Americans, support the general idea of raising income tax rates on families earning over $10 million."",""from-where"":""Reasoning""},{""question"":""Did the Fox News poll survey the American public in general?"",""answer"":""No"",""evidence"":""A Fox News Poll found 70 percent of registered voters, not all Americans, support the general idea of raising income tax rates on families earning over $10 million."",""from-where"":""Reasoning""}]"
A394Q9REPEHG3X,4305,Catherine Cortez Masto,"stated on August 29, 2016 in a television ad:","Says ""Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a woman's right to choose, even when her health is at risk.""","A Catherine Cortez Masto campaign ad claims Joe Heck ""voted 10 times to defund Planned Parenthood,"" and ""opposes a woman's right to choose, even when her health is at risk.""
Heck has voted to defund Planned Parenthood, a fact he publicly admits. The harder question to answer is whether to count procedural votes leading up to formal votes on the defunding measures as votes to defund the group.
The ad is mostly accurate, but needs some clarification on the actual number of votes. We rate it Mostly True.
https://www.sharethefacts.co/share/ab6a58e3-8036-4024-b176-c218b2187d5b",mostly-true,"[{""question"":""Has Heck voted to defund this organization?"",""answer"":""yes"",""evidence"":""Heck has voted to defund Planned Parenthood, "",""from-where"":""reasoning""},{""question"":""Has Heck admitted to voting to defund this organization?"",""answer"":""yes"",""evidence"":""a fact he publicly admits."",""from-where"":""reasoning""},{""question"":""Were these votes specifically for defunding the organization?"",""answer"":""no"",""evidence"":""The harder question to answer is whether to count procedural votes leading up to formal votes on the defunding measures as votes to defund the group."",""from-where"":""reasoning""}]"
